iter	RMSE
494	0.06089812505
495	0.06075421401
496	0.06044686934
497	0.06031301082
498	0.0601821008
499	0.06004451504
500	0.05990234151
501	0.05974520706
502	0.05947499
503	0.05933120348
504	0.0592057036
505	0.05908293765
506	0.05882071964
507	0.05862401691
508	0.05843724075
509	0.0583183414
510	0.05812515331
511	0.05808047366
512	0.05783484018
513	0.05775110915
514	0.05761775582
515	0.05750237701
516	0.05745954346
517	0.05727135536
518	0.05716147912
519	0.05710690758
520	0.0569951845
521	0.05688665569
522	0.05677974665
523	0.05667414748
524	0.05649240755
525	0.05634434751
526	0.05624263264
527	0.05618989413
528	0.05605830675
529	0.05595006742
530	0.05591035378
531	0.05580459771
532	0.05576570209
533	0.0556660215
534	0.05548651522
535	0.05531278604
536	0.05516789586
537	0.05494616393
538	0.05484254953
539	0.05480427853
540	0.05465083987
541	0.05461336448
542	0.05456508013
543	0.05444498793
544	0.05426995916
545	0.05414651362
546	0.05404675699
547	0.05383011566
548	0.05368899012
549	0.0535731965
550	0.05347658685
551	0.05330566041
552	0.05326905525
553	0.0531349723
554	0.05299096292
555	0.05272741582
556	0.05259883072
557	0.05243759813
558	0.05230543414
559	0.05219915457
560	0.05208928775
561	0.05205427146
562	0.05184562847
563	0.05168465459
564	0.05154634998
565	0.05138312858
566	0.05134832194
567	0.05118960624
568	0.05105903291
569	0.05078339751
570	0.05074870817
571	0.05062700955
572	0.05038128252
573	0.05023363079
574	0.05003356817
575	0.04993057513
576	0.04973605074
577	0.04959333331
578	0.04949191234
579	0.04927293079
580	0.04913388556
581	0.04903507537
582	0.04884440257
583	0.04873652129
584	0.04860861541
585	0.04856153874
586	0.04852820453
587	0.04841275839
588	0.04828891319
589	0.04817468083
590	0.04805373289
591	0.04801112522
592	0.04797881998
593	0.0478250024
594	0.04779324664
595	0.04767557481
596	0.04761168857
597	0.04756893723
598	0.04747570617
599	0.04737455666
600	0.04714536423
601	0.04690158274
602	0.04685948949
603	0.0468292145
604	0.04671592416
605	0.04660342509
606	0.04638606862
607	0.04628468395
608	0.04617144905
609	0.04596089003
610	0.04585880457
611	0.04573596699
612	0.04563340256
613	0.04542632914
614	0.0453119891
615	0.04521874953
616	0.04512765143
617	0.04493169932
618	0.04483202568
619	0.04477137219
620	0.0446161822
621	0.04452800994
622	0.04446072167
623	0.04442217538
624	0.04432290871
625	0.04412412946
626	0.04401858467
627	0.04395243177
628	0.0437878248
629	0.04365108672
630	0.04351836594
631	0.04342559682
632	0.04329672514
633	0.04326833125
634	0.04317903942
635	0.0430850574
636	0.04305724445
637	0.04296604756
638	0.04290732319
639	0.04278158502
640	0.04268908972
641	0.04248244692
642	0.04233157612
643	0.04224696204
644	0.04212394792
645	0.04204063681
646	0.04195697572
647	0.04190463741
648	0.04173250682
649	0.04165129698
650	0.04162388489
651	0.0415072893
652	0.04134005995
653	0.04127849871
654	0.0411708633
655	0.04098661382
656	0.04087606629
657	0.0407143083
658	0.04052252298
659	0.04044494323
660	0.04039564688
661	0.04029889415
662	0.04017978729
663	0.04010424851
664	0.04001013504
665	0.03990737516
666	0.03983064964
667	0.03975569035
668	0.03970849289
669	0.03962737108
670	0.03953536836
671	0.03942282907
672	0.03936250063
673	0.03927376792
674	0.03920172082
675	0.03917559689
676	0.03901777038
677	0.03890382586
678	0.03885823645
679	0.03883228066
680	0.03875534901
681	0.03858467364
682	0.03840179323
683	0.03834018803
684	0.03829555619
685	0.03818521272
686	0.03798019047
687	0.03790501427
688	0.03784461336
689	0.03780064697
690	0.03775924275
691	0.03756929095
692	0.03752857597
693	0.03744830406
694	0.03740523472
695	0.03721194058
696	0.03713964842
697	0.03699203549
698	0.03682928637
699	0.03663946412
